SKU,mes_label,volumen
30000401,Julio 2026,148.913
30000401,Agosto 2026,144.969
30000401,Septiembre 2026,133.599
30000401,Octubre 2026,136.627
30000401,Noviembre 2026,71.836
30000401,Diciembre 2026,20.137
30000401,Enero 2027,14.316
30000401,Febrero 2027,68.704
30000401,Marzo 2027,83.338
30000401,Abril 2027,75.221
30000401,Mayo 2027,75.693
30000401,Junio 2027,50.444
30000401,Julio 2027,73.009
30000401,Agosto 2027,76.615
30000401,Septiembre 2027,75.087
30000401,Octubre 2027,75.688
30000401,Noviembre 2027,70.283
30000401,Diciembre 2027,15.114
30000414,Enero 2026,304.175
30000414,Febrero 2026,28.55
30000414,Marzo 2026,5.15
30000414,Abril 2026,8.95
30000414,Mayo 2026,6.85
30000414,Junio 2026,7.95
30000414,Julio 2026,5.125
30000414,Agosto 2026,21.777
30000414,Septiembre 2026,9.0
30000414,Octubre 2026,9.0
30000414,Noviembre 2026,9.0
30000414,Diciembre 2026,9.0
30000415,Enero 2026,45.375
30000415,Febrero 2026,1.8
30000415,Marzo 2026,25.8
30000415,Abril 2026,14.7
30000415,Mayo 2026,25.75
30000415,Junio 2026,1.6
30000415,Julio 2026,20.8
30000415,Agosto 2026,3.213
30000415,Enero 2027,45.375
30000415,Febrero 2027,1.8
30000415,Marzo 2027,25.8
30000415,Abril 2027,14.7
30000415,Mayo 2027,25.75
30000415,Junio 2027,1.6
30000415,Julio 2027,19.75
30000416,Enero 2026,6.0
30000416,Abril 2026,12.225
30000416,Mayo 2026,5.25
30000416,Julio 2026,7.8
30000416,Enero 2027,6.0
30000416,Abril 2027,12.225
30000416,Mayo 2027,5.25
30000421,Enero 2026,8.299
30000421,Febrero 2026,19.333
30000421,Marzo 2026,14.929
30000421,Abril 2026,15.632
30000421,Mayo 2026,11.163
30000421,Junio 2026,12.731
30000421,Julio 2026,10.406
30000421,Agosto 2026,15.141
30000421,Septiembre 2026,10.864
30000421,Octubre 2026,12.82
30000421,Noviembre 2026,13.649
30000421,Diciembre 2026,11.372
30000421,Enero 2027,12.448
30000421,Febrero 2027,13.051
30000421,Marzo 2027,13.145
30000421,Abril 2027,12.766
30000421,Mayo 2027,12.72
30000421,Junio 2027,10.599
30000421,Julio 2027,10.874
30000421,Agosto 2027,10.427
30000421,Septiembre 2027,9.368
30000421,Octubre 2027,12.524
30000421,Noviembre 2027,11.97
30000421,Diciembre 2027,11.403
30000435,Enero 2026,7.863
30000435,Febrero 2026,7.879
30000435,Marzo 2026,11.034
30000435,Abril 2026,9.794
30000435,Mayo 2026,10.579
30000435,Junio 2026,7.475
30000435,Julio 2026,7.597
30000435,Agosto 2026,9.689
30000435,Septiembre 2026,8.395
30000435,Octubre 2026,9.73
30000435,Noviembre 2026,8.196
30000435,Diciembre 2026,7.704
30000435,Enero 2027,8.158
30000435,Febrero 2027,7.934
30000435,Marzo 2027,10.721
30000435,Abril 2027,9.733
30000435,Mayo 2027,9.318
30000435,Junio 2027,8.059
30000435,Julio 2027,9.988
30000435,Agosto 2027,8.919
30000435,Septiembre 2027,8.898
30000435,Octubre 2027,10.464
30000435,Noviembre 2027,9.013
30000435,Diciembre 2027,7.703
30000436,Enero 2026,5.146
30000436,Febrero 2026,5.889
30000436,Marzo 2026,6.529
30000436,Abril 2026,6.487
30000436,Mayo 2026,6.563
30000436,Junio 2026,5.142
30000436,Julio 2026,5.61
30000436,Agosto 2026,7.472
30000436,Septiembre 2026,5.469
30000436,Octubre 2026,6.34
30000436,Noviembre 2026,7.272
30000436,Diciembre 2026,6.836
30000436,Enero 2027,5.989
30000436,Febrero 2027,5.825
30000436,Marzo 2027,7.871
30000436,Abril 2027,7.146
30000436,Mayo 2027,6.841
30000436,Junio 2027,5.917
30000436,Julio 2027,7.332
30000436,Agosto 2027,6.548
30000436,Septiembre 2027,6.533
30000436,Octubre 2027,7.682
30000436,Noviembre 2027,6.617
30000436,Diciembre 2027,5.655
30000441,Enero 2026,133.887
30000441,Febrero 2026,126.2
30000441,Marzo 2026,241.771
30000441,Abril 2026,214.228
30000441,Mayo 2026,152.001
30000441,Junio 2026,191.85
30000441,Julio 2026,207.903
30000441,Agosto 2026,186.767
30000441,Septiembre 2026,191.448
30000441,Octubre 2026,189.217
30000441,Noviembre 2026,195.0
30000441,Diciembre 2026,206.408
30000441,Enero 2027,172.0
30000441,Febrero 2027,181.0
30000441,Marzo 2027,190.0
30000441,Abril 2027,197.016
30000441,Mayo 2027,156.127
30000441,Junio 2027,179.217
30000441,Julio 2027,190.984
30000441,Agosto 2027,173.661
30000441,Septiembre 2027,168.0
30000441,Octubre 2027,184.2
30000441,Noviembre 2027,180.912
30000441,Diciembre 2027,209.48
30000446,Enero 2026,1.73
30000446,Febrero 2026,1.752
30000446,Marzo 2026,1.349
30000446,Mayo 2026,1.912
30000446,Junio 2026,1.31
30000446,Julio 2026,2.0
30000446,Agosto 2026,-0.062
30000446,Septiembre 2026,4.27
30000446,Octubre 2026,4.106
30000446,Noviembre 2026,4.435
30000446,Diciembre 2026,4.834
30000446,Enero 2027,3.839
30000446,Febrero 2027,4.04
30000446,Marzo 2027,1.791
30000446,Abril 2027,0.695
30000446,Mayo 2027,2.777
30000446,Junio 2027,2.133
30000446,Julio 2027,3.105
30000446,Agosto 2027,2.738
30000446,Septiembre 2027,2.239
30000446,Octubre 2027,1.784
30000446,Noviembre 2027,2.211
30000446,Diciembre 2027,2.348
30000447,Enero 2026,-0.956
30000447,Febrero 2026,3.003
30000447,Marzo 2026,22.143
30000447,Abril 2026,14.39
30000447,Mayo 2026,26.22
30000447,Junio 2026,19.207
30000447,Julio 2026,17.832
30000447,Agosto 2026,2.825
30000447,Septiembre 2026,16.012
30000447,Octubre 2026,15.399
30000447,Noviembre 2026,16.631
30000447,Diciembre 2026,18.128
30000447,Enero 2027,15.0
30000447,Febrero 2027,17.212
30000447,Marzo 2027,14.0
30000447,Abril 2027,13.0
30000447,Mayo 2027,18.0
30000447,Junio 2027,10.0
30000447,Julio 2027,12.0
30000447,Agosto 2027,11.294
30000447,Septiembre 2027,15.93
30000447,Octubre 2027,18.0
30000447,Noviembre 2027,17.0
30000447,Diciembre 2027,23.144
30000458,Enero 2026,3.744
30000458,Febrero 2026,3.313
30000458,Marzo 2026,4.217
30000458,Abril 2026,4.563
30000458,Mayo 2026,5.195
30000458,Junio 2026,4.707
30000458,Julio 2026,5.726
30000458,Agosto 2026,3.223
30000458,Septiembre 2026,6.162
30000458,Octubre 2026,6.334
30000458,Noviembre 2026,6.842
30000458,Diciembre 2026,7.35
30000458,Enero 2027,9.061
30000458,Febrero 2027,4.339
30000458,Marzo 2027,5.137
30000458,Abril 2027,5.865
30000458,Mayo 2027,2.859
30000458,Junio 2027,2.998
30000458,Julio 2027,2.37
30000458,Agosto 2027,2.599
30000458,Septiembre 2027,2.895
30000458,Octubre 2027,3.959
30000458,Noviembre 2027,8.112
30000458,Diciembre 2027,13.865
30000459,Enero 2026,2.033
30000459,Febrero 2026,1.68
30000459,Marzo 2026,7.148
30000459,Abril 2026,2.729
30000459,Mayo 2026,3.983
30000459,Junio 2026,8.599
30000459,Julio 2026,12.811
30000459,Agosto 2026,2.368
30000459,Septiembre 2026,4.27
30000459,Octubre 2026,4.106
30000459,Noviembre 2026,4.435
30000459,Diciembre 2026,4.834
30000459,Enero 2027,2.829
30000459,Febrero 2027,3.692
30000459,Marzo 2027,3.722
30000459,Abril 2027,4.577
30000459,Mayo 2027,3.627
30000459,Junio 2027,4.164
30000459,Julio 2027,4.437
30000459,Agosto 2027,4.035
30000459,Septiembre 2027,4.357
30000459,Octubre 2027,4.28
30000459,Noviembre 2027,4.203
30000459,Diciembre 2027,4.867
30000464,Enero 2026,3.122
30000464,Febrero 2026,3.807
30000464,Marzo 2026,2.467
30000464,Abril 2026,2.122
30000464,Mayo 2026,2.837
30000464,Junio 2026,3.115
30000464,Julio 2026,2.604
30000464,Agosto 2026,2.744
30000464,Septiembre 2026,2.683
30000464,Octubre 2026,2.58
30000464,Noviembre 2026,2.795
30000464,Diciembre 2026,3.047
30000464,Enero 2027,1.967
30000464,Febrero 2027,2.568
30000464,Marzo 2027,2.589
30000464,Abril 2027,3.184
30000464,Mayo 2027,2.523
30000464,Junio 2027,2.896
30000464,Julio 2027,3.086
30000464,Agosto 2027,2.806
30000464,Septiembre 2027,3.031
30000464,Octubre 2027,2.977
30000464,Noviembre 2027,2.923
30000464,Diciembre 2027,3.385
30000466,Enero 2026,24.169
30000466,Febrero 2026,58.048
30000466,Marzo 2026,66.912
30000466,Abril 2026,67.446
30000466,Mayo 2026,49.54
30000466,Junio 2026,84.438
30000466,Julio 2026,74.382
30000466,Agosto 2026,70.211
30000466,Septiembre 2026,75.739
30000466,Octubre 2026,77.732
30000466,Noviembre 2026,68.045
30000466,Diciembre 2026,74.084
30000466,Enero 2027,45.342
30000466,Febrero 2027,59.171
30000466,Marzo 2027,59.665
30000466,Abril 2027,73.37
30000466,Mayo 2027,58.142
30000466,Junio 2027,66.741
30000466,Julio 2027,71.123
30000466,Agosto 2027,64.672
30000466,Septiembre 2027,69.842
30000466,Octubre 2027,68.597
30000466,Noviembre 2027,67.373
30000466,Diciembre 2027,78.011
30000469,Enero 2026,18.775
30000469,Febrero 2026,14.033
30000469,Marzo 2026,19.02
30000469,Abril 2026,18.236
30000469,Mayo 2026,18.387
30000469,Junio 2026,15.091
30000469,Julio 2026,17.965
30000469,Agosto 2026,16.463
30000469,Septiembre 2026,21.743
30000469,Octubre 2026,19.993
30000469,Noviembre 2026,23.559
30000469,Diciembre 2026,24.504
30000469,Enero 2027,20.52
30000469,Febrero 2027,18.622
30000469,Marzo 2027,17.526
30000469,Abril 2027,18.903
30000469,Mayo 2027,22.852
30000469,Junio 2027,17.952
30000469,Julio 2027,20.276
30000469,Agosto 2027,16.131
30000469,Septiembre 2027,15.591
30000469,Octubre 2027,17.553
30000469,Noviembre 2027,15.395
30000469,Diciembre 2027,18.422
30000478,Enero 2026,29.111
30000478,Febrero 2026,20.916
30000478,Marzo 2026,29.173
30000478,Abril 2026,22.582
30000478,Mayo 2026,20.437
30000478,Junio 2026,23.195
30000478,Julio 2026,20.784
30000478,Agosto 2026,24.384
30000478,Septiembre 2026,22.438
30000478,Octubre 2026,25.002
30000478,Noviembre 2026,26.525
30000478,Diciembre 2026,27.006
30000478,Enero 2027,26.423
30000478,Febrero 2027,24.576
30000478,Marzo 2027,28.032
30000478,Abril 2027,23.969
30000478,Mayo 2027,27.218
30000478,Junio 2027,29.206
30000478,Julio 2027,22.631
30000478,Agosto 2027,23.722
30000478,Septiembre 2027,20.498
30000478,Octubre 2027,23.468
30000478,Noviembre 2027,26.918
30000478,Diciembre 2027,29.348
30000479,Enero 2026,4.93
30000479,Febrero 2026,4.348
30000479,Marzo 2026,2.906
30000479,Abril 2026,3.232
30000479,Mayo 2026,3.344
30000479,Junio 2026,5.072
30000479,Julio 2026,3.026
30000479,Agosto 2026,1.678
30000479,Septiembre 2026,3.462
30000479,Octubre 2026,3.737
30000479,Noviembre 2026,4.334
30000479,Diciembre 2026,4.412
30000479,Enero 2027,4.202
30000479,Febrero 2027,3.908
30000479,Marzo 2027,4.458
30000479,Abril 2027,3.812
30000479,Mayo 2027,4.328
30000479,Junio 2027,4.645
30000479,Julio 2027,3.599
30000479,Agosto 2027,3.772
30000479,Septiembre 2027,3.26
30000479,Octubre 2027,3.732
30000479,Noviembre 2027,4.281
30000479,Diciembre 2027,4.667
30000481,Enero 2026,168.346
30000481,Febrero 2026,124.143
30000481,Marzo 2026,197.344
30000481,Abril 2026,210.163
30000481,Mayo 2026,222.407
30000481,Junio 2026,179.724
30000481,Julio 2026,206.148
30000481,Agosto 2026,228.113
30000481,Septiembre 2026,189.331
30000481,Octubre 2026,235.348
30000481,Noviembre 2026,228.2
30000481,Diciembre 2026,213.2
30000481,Enero 2027,188.417
30000481,Febrero 2027,138.944
30000481,Marzo 2027,220.872
30000481,Abril 2027,235.219
30000481,Mayo 2027,248.923
30000481,Junio 2027,201.151
30000481,Julio 2027,227.744
30000481,Agosto 2027,198.118
30000481,Septiembre 2027,206.675
30000481,Octubre 2027,235.037
30000481,Noviembre 2027,223.845
30000481,Diciembre 2027,207.056
30000488,Enero 2026,16.52
30000488,Febrero 2026,14.622
30000488,Marzo 2026,18.584
30000488,Abril 2026,15.908
30000488,Mayo 2026,15.801
30000488,Junio 2026,12.375
30000488,Julio 2026,14.318
30000488,Agosto 2026,14.361
30000488,Septiembre 2026,15.841
30000488,Octubre 2026,16.991
30000488,Noviembre 2026,19.282
30000488,Diciembre 2026,17.839
30000488,Enero 2027,17.599
30000488,Febrero 2027,16.12
30000488,Marzo 2027,17.332
30000488,Abril 2027,17.278
30000488,Mayo 2027,16.583
30000488,Junio 2027,14.224
30000488,Julio 2027,14.157
30000488,Agosto 2027,15.204
30000488,Septiembre 2027,14.978
30000488,Octubre 2027,17.789
30000488,Noviembre 2027,16.438
30000488,Diciembre 2027,16.172
30000489,Enero 2026,18.35
30000489,Febrero 2026,17.78
30000489,Marzo 2026,20.724
30000489,Abril 2026,18.669
30000489,Mayo 2026,15.55
30000489,Junio 2026,15.317
30000489,Julio 2026,17.443
30000489,Agosto 2026,16.185
30000489,Septiembre 2026,18.196
30000489,Octubre 2026,18.825
30000489,Noviembre 2026,24.041
30000489,Diciembre 2026,22.283
30000489,Enero 2027,20.88
30000489,Febrero 2027,19.125
30000489,Marzo 2027,20.564
30000489,Abril 2027,20.499
30000489,Mayo 2027,19.675
30000489,Junio 2027,16.876
30000489,Julio 2027,16.797
30000489,Agosto 2027,18.039
30000489,Septiembre 2027,17.77
30000489,Octubre 2027,21.106
30000489,Noviembre 2027,19.503
30000489,Diciembre 2027,19.187
30000490,Enero 2026,16.46
30000490,Febrero 2026,15.787
30000490,Marzo 2026,17.551
30000490,Abril 2026,17.781
30000490,Mayo 2026,16.309
30000490,Junio 2026,14.332
30000490,Julio 2026,15.062
30000490,Agosto 2026,15.726
30000490,Septiembre 2026,16.458
30000490,Octubre 2026,16.235
30000490,Noviembre 2026,22.393
30000490,Diciembre 2026,20.771
30000490,Enero 2027,19.236
30000490,Febrero 2027,17.619
30000490,Marzo 2027,18.944
30000490,Abril 2027,18.885
30000490,Mayo 2027,18.126
30000490,Junio 2027,15.547
30000490,Julio 2027,15.474
30000490,Agosto 2027,16.619
30000490,Septiembre 2027,16.371
30000490,Octubre 2027,19.444
30000490,Noviembre 2027,17.967
30000490,Diciembre 2027,17.676
30000493,Enero 2026,6.563
30000493,Febrero 2026,5.68
30000493,Marzo 2026,7.487
30000493,Abril 2026,6.248
30000493,Mayo 2026,5.189
30000493,Junio 2026,4.066
30000493,Julio 2026,5.914
30000493,Agosto 2026,6.285
30000493,Septiembre 2026,7.551
30000493,Octubre 2026,6.711
30000493,Noviembre 2026,7.674
30000493,Diciembre 2026,7.214
30000493,Enero 2027,7.128
30000493,Febrero 2027,6.24
30000493,Marzo 2027,6.875
30000493,Abril 2027,6.072
30000493,Mayo 2027,5.44
30000493,Junio 2027,4.734
30000493,Julio 2027,5.735
30000493,Agosto 2027,5.762
30000493,Septiembre 2027,5.556
30000493,Octubre 2027,5.741
30000493,Noviembre 2027,5.455
30000493,Diciembre 2027,5.41
30000494,Enero 2026,3.788
30000494,Febrero 2026,2.994
30000494,Marzo 2026,2.755
30000494,Abril 2026,1.619
30000494,Mayo 2026,1.956
30000494,Junio 2026,1.216
30000494,Julio 2026,1.916
30000494,Agosto 2026,2.605
30000494,Septiembre 2026,3.502
30000494,Octubre 2026,3.112
30000494,Noviembre 2026,3.344
30000494,Diciembre 2026,3.144
30000494,Enero 2027,2.967
30000494,Febrero 2027,2.597
30000494,Marzo 2027,2.861
30000494,Abril 2027,2.527
30000494,Mayo 2027,2.264
30000494,Junio 2027,1.97
30000494,Julio 2027,2.387
30000494,Agosto 2027,2.398
30000494,Septiembre 2027,2.312
30000494,Octubre 2027,2.389
30000494,Noviembre 2027,2.27
30000494,Diciembre 2027,2.251
30000495,Enero 2026,2.608
30000495,Febrero 2026,1.694
30000495,Marzo 2026,1.719
30000495,Abril 2026,2.469
30000495,Mayo 2026,1.852
30000495,Junio 2026,1.858
30000495,Julio 2026,1.69
30000495,Agosto 2026,2.117
30000495,Septiembre 2026,2.146
30000495,Octubre 2026,1.991
30000495,Noviembre 2026,2.23
30000495,Diciembre 2026,2.096
30000495,Enero 2027,2.245
30000495,Febrero 2027,1.965
30000495,Marzo 2027,2.165
30000495,Abril 2027,1.912
30000495,Mayo 2027,1.713
30000495,Junio 2027,1.491
30000495,Julio 2027,1.806
30000495,Agosto 2027,1.815
30000495,Septiembre 2027,1.75
30000495,Octubre 2027,1.808
30000495,Noviembre 2027,1.718
30000495,Diciembre 2027,1.704
30000498,Enero 2026,11.669
30000498,Febrero 2026,9.922
30000498,Marzo 2026,11.309
30000498,Abril 2026,11.737
30000498,Mayo 2026,10.974
30000498,Junio 2026,6.902
30000498,Julio 2026,10.431
30000498,Agosto 2026,12.238
30000498,Septiembre 2026,10.309
30000498,Octubre 2026,11.323
30000498,Noviembre 2026,10.138
30000498,Diciembre 2026,9.53
30000498,Enero 2027,11.83
30000498,Febrero 2027,11.632
30000498,Marzo 2027,11.501
30000498,Abril 2027,11.514
30000498,Mayo 2027,9.743
30000498,Junio 2027,8.205
30000498,Julio 2027,9.804
30000498,Agosto 2027,9.403
30000498,Septiembre 2027,8.988
30000498,Octubre 2027,11.75
30000498,Noviembre 2027,9.883
30000498,Diciembre 2027,9.76
30000499,Enero 2026,6.79
30000499,Febrero 2026,5.711
30000499,Marzo 2026,6.852
30000499,Abril 2026,6.399
30000499,Mayo 2026,5.817
30000499,Junio 2026,3.965
30000499,Julio 2026,6.614
30000499,Agosto 2026,5.894
30000499,Septiembre 2026,6.097
30000499,Octubre 2026,6.697
30000499,Noviembre 2026,6.306
30000499,Diciembre 2026,5.928
30000499,Enero 2027,7.02
30000499,Febrero 2027,6.902
30000499,Marzo 2027,6.825
30000499,Abril 2027,6.832
30000499,Mayo 2027,5.782
30000499,Junio 2027,4.869
30000499,Julio 2027,5.818
30000499,Agosto 2027,5.58
30000499,Septiembre 2027,5.334
30000499,Octubre 2027,6.972
30000499,Noviembre 2027,5.864
30000499,Diciembre 2027,5.792
30000500,Enero 2026,9.443
30000500,Febrero 2026,7.558
30000500,Marzo 2026,7.435
30000500,Abril 2026,8.331
30000500,Mayo 2026,6.778
30000500,Junio 2026,5.167
30000500,Julio 2026,7.642
30000500,Agosto 2026,7.657
30000500,Septiembre 2026,7.584
30000500,Octubre 2026,8.33
30000500,Noviembre 2026,8.062
30000500,Diciembre 2026,7.578
30000500,Enero 2027,8.808
30000500,Febrero 2027,8.661
30000500,Marzo 2027,8.563
30000500,Abril 2027,8.573
30000500,Mayo 2027,7.255
30000500,Junio 2027,6.109
30000500,Julio 2027,7.3
30000500,Agosto 2027,7.001
30000500,Septiembre 2027,6.692
30000500,Octubre 2027,8.748
30000500,Noviembre 2027,7.358
30000500,Diciembre 2027,7.267
30000514,Enero 2026,126.608
30000514,Febrero 2026,103.854
30000514,Marzo 2026,132.006
30000514,Abril 2026,126.685
30000514,Mayo 2026,126.433
30000514,Junio 2026,106.383
30000514,Julio 2026,199.114
30000514,Agosto 2026,124.213
30000514,Septiembre 2026,103.667
30000514,Octubre 2026,101.366
30000514,Noviembre 2026,126.0
30000514,Diciembre 2026,114.266
30000514,Enero 2027,142.296
30000514,Febrero 2027,119.615
30000514,Marzo 2027,143.705
30000514,Abril 2027,138.948
30000514,Mayo 2027,160.0
30000514,Junio 2027,149.1
30000514,Julio 2027,148.527
30000514,Agosto 2027,134.73
30000514,Septiembre 2027,142.736
30000514,Octubre 2027,139.298
30000514,Noviembre 2027,140.24
30000514,Diciembre 2027,126.49
30000516,Enero 2026,72.266
30000516,Febrero 2026,63.321
30000516,Marzo 2026,68.837
30000516,Abril 2026,72.694
30000516,Mayo 2026,85.253
30000516,Junio 2026,54.482
30000516,Julio 2026,67.815
30000516,Agosto 2026,83.941
30000516,Septiembre 2026,78.833
30000516,Octubre 2026,77.19
30000516,Noviembre 2026,70.0
30000516,Diciembre 2026,62.517
30000516,Enero 2027,76.197
30000516,Febrero 2027,64.052
30000516,Marzo 2027,76.952
30000516,Abril 2027,74.405
30000516,Mayo 2027,103.548
30000516,Junio 2027,72.0
30000516,Julio 2027,70.0
30000516,Agosto 2027,72.146
30000516,Septiembre 2027,76.433
30000516,Octubre 2027,74.592
30000516,Noviembre 2027,75.096
30000516,Diciembre 2027,67.733
30000522,Enero 2026,1735.188
30000522,Febrero 2026,1390.022
30000522,Marzo 2026,1737.038
30000522,Abril 2026,1705.023
30000522,Mayo 2026,1345.285
30000522,Junio 2026,1240.304
30000522,Julio 2026,1469.854
30000522,Agosto 2026,1512.739
30000522,Septiembre 2026,1404.103
30000522,Octubre 2026,1643.387
30000522,Noviembre 2026,1629.089
30000522,Diciembre 2026,1676.0
30000522,Enero 2027,1689.692
30000522,Febrero 2027,1552.047
30000522,Marzo 2027,1792.965
30000522,Abril 2027,1716.604
30000522,Mayo 2027,1509.649
30000522,Junio 2027,1590.93
30000522,Julio 2027,1403.649
30000522,Agosto 2027,1455.468
30000522,Septiembre 2027,1534.303
30000522,Octubre 2027,1701.713
30000522,Noviembre 2027,1719.576
30000522,Diciembre 2027,1747.057
30000523,Enero 2026,540.615
30000523,Febrero 2026,685.116
30000523,Marzo 2026,686.045
30000523,Abril 2026,757.605
30000523,Mayo 2026,772.125
30000523,Junio 2026,888.115
30000523,Julio 2026,652.949
30000523,Agosto 2026,548.294
30000523,Septiembre 2026,657.0
30000523,Octubre 2026,824.686
30000523,Noviembre 2026,732.5
30000523,Diciembre 2026,660.336
30000523,Enero 2027,660.57
30000523,Febrero 2027,736.461
30000523,Marzo 2027,1000.6
30000523,Abril 2027,970.761
30000523,Mayo 2027,893.986
30000523,Junio 2027,831.654
30000523,Julio 2027,848.475
30000523,Agosto 2027,868.723
30000523,Septiembre 2027,839.527
30000523,Octubre 2027,959.035
30000523,Noviembre 2027,971.923
30000523,Diciembre 2027,702.661
30000524,Enero 2026,242.906
30000524,Febrero 2026,312.963
30000524,Marzo 2026,360.564
30000524,Abril 2026,304.795
30000524,Mayo 2026,320.506
30000524,Junio 2026,388.576
30000524,Julio 2026,264.242
30000524,Agosto 2026,214.008
30000524,Septiembre 2026,235.5
30000524,Octubre 2026,509.441
30000524,Noviembre 2026,532.0
30000524,Diciembre 2026,507.0
30000524,Enero 2027,352.443
30000524,Febrero 2027,323.732
30000524,Marzo 2027,374.176
30000524,Abril 2027,358.092
30000524,Mayo 2027,311.795
30000524,Junio 2027,331.843
30000524,Julio 2027,295.515
30000524,Agosto 2027,303.587
30000524,Septiembre 2027,320.031
30000524,Octubre 2027,351.796
30000524,Noviembre 2027,358.676
30000524,Diciembre 2027,364.408
30000542,Enero 2026,1.633
30000542,Febrero 2026,1.517
30000542,Marzo 2026,1.708
30000542,Abril 2026,1.935
30000542,Mayo 2026,3.061
30000542,Junio 2026,1.642
30000542,Julio 2026,2.339
30000542,Agosto 2026,2.004
30000542,Septiembre 2026,1.644
30000542,Octubre 2026,1.737
30000542,Noviembre 2026,1.741
30000542,Diciembre 2026,1.629
30000542,Enero 2027,1.334
30000542,Febrero 2027,1.155
30000542,Marzo 2027,1.939
30000542,Abril 2027,1.856
30000542,Mayo 2027,2.169
30000542,Junio 2027,1.956
30000542,Julio 2027,1.936
30000542,Agosto 2027,1.59
30000542,Septiembre 2027,2.053
30000542,Octubre 2027,1.851
30000542,Noviembre 2027,1.715
30000542,Diciembre 2027,1.671
30000543,Enero 2026,8.892
30000543,Febrero 2026,11.665
30000543,Marzo 2026,13.439
30000543,Abril 2026,8.801
30000543,Mayo 2026,9.546
30000543,Junio 2026,13.348
30000543,Julio 2026,11.024
30000543,Agosto 2026,14.98
30000543,Septiembre 2026,14.425
30000543,Octubre 2026,15.074
30000543,Noviembre 2026,15.236
30000543,Diciembre 2026,15.264
30000543,Enero 2027,12.53
30000543,Febrero 2027,12.234
30000543,Marzo 2027,9.895
30000543,Abril 2027,12.159
30000543,Mayo 2027,10.707
30000543,Junio 2027,12.398
30000543,Julio 2027,12.048
30000543,Agosto 2027,12.635
30000543,Septiembre 2027,10.09
30000543,Octubre 2027,12.63
30000543,Noviembre 2027,12.319
30000543,Diciembre 2027,12.173
30000551,Enero 2026,87.061
30000551,Febrero 2026,78.851
30000551,Marzo 2026,103.501
30000551,Abril 2026,68.078
30000551,Mayo 2026,79.703
30000551,Junio 2026,67.095
30000551,Julio 2026,92.179
30000551,Agosto 2026,104.451
30000551,Septiembre 2026,102.093
30000551,Octubre 2026,89.163
30000551,Noviembre 2026,87.873
30000551,Diciembre 2026,92.63
30000551,Enero 2027,81.116
30000551,Febrero 2027,84.32
30000551,Marzo 2027,94.021
30000551,Abril 2027,87.92
30000551,Mayo 2027,92.599
30000551,Junio 2027,67.584
30000551,Julio 2027,70.286
30000551,Agosto 2027,84.771
30000551,Septiembre 2027,78.257
30000551,Octubre 2027,95.613
30000551,Noviembre 2027,98.437
30000551,Diciembre 2027,100.635
30000552,Enero 2026,3.477
30000552,Febrero 2026,3.098
30000552,Marzo 2026,4.582
30000552,Abril 2026,8.065
30000552,Mayo 2026,3.772
30000552,Junio 2026,3.048
30000552,Julio 2026,1.701
30000552,Agosto 2026,3.278
30000552,Septiembre 2026,5.01
30000552,Octubre 2026,5.005
30000552,Noviembre 2026,6.901
30000552,Diciembre 2026,7.367
30000552,Enero 2027,4.365
30000552,Febrero 2027,4.537
30000552,Marzo 2027,5.059
30000552,Abril 2027,4.731
30000552,Mayo 2027,4.983
30000552,Junio 2027,3.637
30000552,Julio 2027,5.0
30000552,Agosto 2027,4.562
30000552,Septiembre 2027,4.211
30000552,Octubre 2027,5.145
30000552,Noviembre 2027,5.297
30000552,Diciembre 2027,5.415
30000555,Enero 2026,3.072
30000555,Febrero 2026,3.822
30000555,Marzo 2026,4.203
30000555,Abril 2026,2.731
30000555,Mayo 2026,2.383
30000555,Junio 2026,2.915
30000555,Julio 2026,3.608
30000555,Agosto 2026,3.664
30000555,Septiembre 2026,4.366
30000555,Octubre 2026,4.655
30000555,Noviembre 2026,4.676
30000555,Diciembre 2026,3.437
30000555,Enero 2027,3.468
30000555,Febrero 2027,3.605
30000555,Marzo 2027,4.02
30000555,Abril 2027,3.759
30000555,Mayo 2027,3.959
30000555,Junio 2027,2.89
30000555,Julio 2027,3.005
30000555,Agosto 2027,3.625
30000555,Septiembre 2027,3.346
30000555,Octubre 2027,4.088
30000555,Noviembre 2027,4.209
30000555,Diciembre 2027,4.303
30000559,Enero 2026,20.353
30000559,Febrero 2026,11.911
30000559,Marzo 2026,15.643
30000559,Abril 2026,19.726
30000559,Mayo 2026,28.372
30000559,Junio 2026,25.796
30000559,Julio 2026,23.491
30000559,Agosto 2026,19.919
30000559,Septiembre 2026,20.66
30000559,Octubre 2026,23.345
30000559,Noviembre 2026,23.728
30000559,Diciembre 2026,24.762
30000559,Enero 2027,17.723
30000559,Febrero 2027,17.589
30000559,Marzo 2027,19.529
30000559,Abril 2027,22.401
30000559,Mayo 2027,23.108
30000559,Junio 2027,21.057
30000559,Julio 2027,22.849
30000559,Agosto 2027,22.506
30000559,Septiembre 2027,21.118
30000559,Octubre 2027,21.044
30000559,Noviembre 2027,22.615
30000559,Diciembre 2027,24.977
30000560,Enero 2026,18.757
30000560,Febrero 2026,17.781
30000560,Marzo 2026,17.538
30000560,Abril 2026,20.326
30000560,Mayo 2026,23.595
30000560,Junio 2026,15.784
30000560,Julio 2026,24.189
30000560,Agosto 2026,20.396
30000560,Septiembre 2026,18.396
30000560,Octubre 2026,24.085
