SKU,Nombre Producto,Marca,SubCat DMD,Categoria Producto,CADENA,Semana,Mes,Venta Sell IN,FCST,Solicitado,Venta Real,Quebrados,Bloqueados,Venta Sell OUT
30001982,YOGURT OIKOS FOB MIEL 48X150G,OIKOS,OIKOS MIEL,YOGURT,Tottus,202534,202508,0.1224,0.1,0.1872,0.1224,0.0432,0.0,0.13485
30001983,YOGURT OIKOS MIEL GRANOLA 12X142G,OIKOS,OIKOS MIEL,YOGURT,Tottus,202534,202508,0.068,0.3,0.442,0.2635,0.0,0.0,0.084429
30002061,YOGURT DANONE L&F GRAN BERRIES 12X142G,DANONE LIGHT AND FREE,-,YOGURT,Tottus,202534,202508,-0.0272,0.1,0.0272,-0.02209999999999999,0.0,0.0,0.02904799999999999
30002064,MANTEQUILLA LPV POTE 24X200G,LAS PARCELAS,MANTEQUILLA REGULAR,MANTEQUILLA,Tottus,202534,202508,0.1008,0.1,0.1344,0.1344,0.0,0.0,0.156132
30002085,YOG POTE ACTIVIA FLLA 24X140GR,ACTIVIA,-,YOGURT,Tottus,202534,202508,0.0,0.1,0.03024,0.0,0.03024,0.0,0.02912
30002087,YOG POTE ACTIVIA NATURAL 24X140GR,ACTIVIA,-,YOGURT,Tottus,202534,202508,0.0,0.1,0.03024,0.00672,0.02352,0.0,0.02282
30002090,YOG FULL PRO LONCO PROTEIN NAT 12X150GR,LONCOLECHE,-,YOGURT,Tottus,202534,202508,-0.0288,0.1,0.0432,-0.0288,0.0432,0.0,0.03615
30002091,YOG FULL PRO LONCO PROTEIN FLLA 12X150GR,LONCOLECHE,-,YOGURT,Tottus,202534,202508,-0.027,0.1,0.08279999999999998,-0.027,0.0828,0.0,0.0327
30000086,MANTEQ LONCO S/COL POT 24X250GR,LONCOLECHE,MANTEQUILLA ESPECIAL,MANTEQUILLA,Unimarc,202534,202508,0.07200000000000001,0.2,0.078,0.07200000000000001,0.006,0.0,0.13175
30000301,MANTEQUILLA CALO 40X125GR,CALO,MANTEQUILLA REGULAR,MANTEQUILLA,Unimarc,202534,202508,0.17,0.3,0.18,0.18,0.0,0.0,0.19475
30000302,MANTEQUILLA CALO 20X250GR,CALO,MANTEQUILLA REGULAR,MANTEQUILLA,Unimarc,202534,202508,3.535,3.0,3.855,3.855,0.0,0.0,2.944
30000469,MANTEQUILLA CALO UNTAB 12X350GR,CALO,MANTEQUILLA REGULAR,MANTEQUILLA,Unimarc,202534,202508,0.2394,0.6,0.4451999999999999,0.2394,0.2058,0.0,0.46235
30001038,YOG CALAN UNIV PACK 4X12X110GR,CALAN,CALAN POTE PACK,YOGURT,Unimarc,202534,202508,2.62416,3.0,2.75616,2.75088,0.0,0.0,2.522519999999998
30001041,YOG CALAN FRUTILLA UNIV 48X110GR,CALAN,CALAN POTE,YOGURT,Unimarc,202534,202508,6.119520000000001,6.0,6.5472,6.51024,0.03696,0.0,2.08054
30001042,YOG CALAN VAINILLA UNIV 48X110GR,CALAN,CALAN POTE,YOGURT,Unimarc,202534,202508,4.65696,5.0,4.94208,4.94208,0.0,0.0,1.51877
30001043,YOG CALAN CHIRIMOYA UNIV 48X110GR,CALAN,CALAN POTE,YOGURT,Unimarc,202534,202508,3.36336,4.5,4.49328,3.68016,0.8131200000000001,0.0,1.46795
30001055,LONCO PROTEIN YOG NAT 24X140GR,LONCOLECHE,PROTEINA,YOGURT,Unimarc,202534,202508,1.51536,3.0,1.86144,1.70016,0.14784,0.0,2.398620000000001
30001056,LONCO PROTEIN YOGURT FLL 24X140GR,LONCOLECHE,PROTEINA,YOGURT,Unimarc,202534,202508,1.21632,2.4,1.37088,1.31712,0.05376,0.0,1.791300000000001
30001057,LONCO PROTEIN YOG VLLA 24X140GR,LONCOLECHE,PROTEINA,YOGURT,Unimarc,202534,202508,0.39984,0.6,0.44688,0.44688,0.0,0.0,0.55118
30001058,LONCO PROTEIN YOG ARANDA 24X140GR,LONCOLECHE,PROTEINA,YOGURT,Unimarc,202534,202508,0.46368,0.6,0.52416,0.49728,0.02688,0.0,0.5990600000000001
30001060,LONCO PROTEIN YOG TRZ MGOMYA 24X140GR,LONCOLECHE,PROTEINA TROZOS,YOGURT,Unimarc,202534,202508,0.1848,0.2,0.2688,0.1848,0.084,0.0,0.21392
30001074,YOG GRI OIKOS SAB NAT END 48X110GR,OIKOS,OIKOS CRETA,YOGURT,Unimarc,202534,202508,1.33056,1.7,1.60512,1.452,0.14784,0.0,1.662319999999999
30001075,YOG GRI OIKOS SABOR FTLLA 48X110GR,OIKOS,OIKOS CRETA,YOGURT,Unimarc,202534,202508,1.2936,1.0,1.3728,1.3728,0.0,0.0,1.328249999999999
